latitude	longitude	station_name	station_country	station_country_code	record_id	uhslc_id	version	gloss_id	ssc_id	decimation_method	reference_code	reference_offset
10.28	250.778	Clipperton	France	250	3914	391	D	165	clip	1	R	0
10.3	123.917	Cebu	Philippines (the)	608	3791	379	A		cebu	1	R	0
10.34	107.072	Vung Tau	Viet Nam	704	3831	383	A		vung	1	R	0
10.34	107.072	Vung Tau	Viet Nam	704	3832	383	B		vung	1	R	0
10.383	284.467	Cartagena	Colombia	170	2651	265	A	207	cart	1	R	0
10.383	284.467	Cartagena	Colombia	170	2652	265	B	207	cart	1	R	0
10.617	293.067	La Guaira	Venezuela (Bolivarian Republic of)	862	2471	247	A	328	lagu	1	R	0
10.65	298.483	Portf-Spain	Trinidad and Tobago	780	2481	248	A	203	ptsp	1	R	0
11.235	285.778	Santa Marta	Colombia	170	7381	738	A		sama	1	R	0
11.43	162.387	Enewetok	Marshall Islands (the)	584	61	6	A		enew	1	R	0
11.43	162.387	Enewetok	Marshall Islands (the)	584	62	6	B		enew	1	R	0
11.608	43.14	Djibouti	Djibouti	262	1191	119	A	2	djib	1	R	0
11.795	99.817	Ko Lak	Thailand	764	3281	328	A	39	kola	1	R	0
12.005	298.235	Prickley Bay	Grenada	308	7891	789	A		pric	1	R	0
12.103	291.058	Willemstad	Curacao	531	7781	778	A		willm	1	R	0
12.187	290.98	Bullen Bay	Curacao	531	8781	878	A		bull	1	R	0
12.283	272.883	Corinto	Nicaragua	558	6791	679	A		cori	1	R	0
12.478	272.832	Corinto	Nicaragua	558	6792	679	B		cori	1	R	0
12.583	278.3	San Andres	Colombia	170	7371	737	A		sana	1	R	0
12.788	44.975	Aden	Yemen	887	1721	172	A	3	aden	1	R	0
13.1	300.383	Bridgetown	Barbados	52	2491	249	A		brid	1	R	0
13.1	300.383	Bridgetown	Barbados	52	2492	249	B		brid	1	R	0
13.1	300.383	Bridgetown	Barbados	52	2493	249	C		brid	1	R	0
13.1	300.383	Bridgetown	Barbados	52	2494	249	D		brid	1	R	0
13.15	123.75	Legaspi	Philippines (the)	608	3711	371	A	72	lega	1	R	0
13.333	272.183	La Union	El Salvador	222	861	86	A		laun	1	R	0
13.333	272.183	La Union	El Salvador	222	862	86	B		laun	1	R	0
13.428	144.797	Pago Bay, Guam	United States of America (the)	840	371	37	A		pagb	1	R	0
13.433	144.65	Guam	United States of America (the)	840	531	53	A	149	guam	1	R	0
13.573	270.162	Acajutla	El Salvador	222	823	82	C	182	acaj	1	R	0
13.583	270.167	Acajutla	El Salvador	222	821	82	A	182	acaj	1	R	0
13.583	270.167	Acajutla	El Salvador	222	822	82	B	182	acaj	1	R	0
13.767	109.25	Qui Nhon	Viet Nam	704	3811	381	A	75	quin	1	R	0
13.775	109.255	Qui Nhon	Viet Nam	704	3812	381	B	75	quin	1	R	0
13.82	120.21	Lubang	Philippines (the)	608	6551	655	A		luba	1	R	0
13.917	269.167	San Jose	Guatemala	320	6751	675	A		sanjo	1	R	0
13.917	269.17	Puerto Quetza	Guatemala	320	3013	301	C		ptqu	1	R	0
13.922	269.215	Puerto Quetza	Guatemala	320	3012	301	B		ptqu	1	R	0
13.922	269.215	Puerto Quetzal	Guatemala	320	3011	301	A		ptqu	1	X	0
14.042	276.618	Puerto Cabezas	Nicaragua	558	7241	724	A		cabez	1	R	0
14.3	268.083	Champerico	Guatemala	320	6701	670	A		cham	1	X	0
14.583	298.95	Fort de France	France	250	2711	271	A		lero	1	R	0
14.585	120.968	Manila	Philippines (the)	608	3701	370	A	73	mani	1	R	0
14.667	342.57	Dakar	Senegal	686	2231	223	A	253	dakar	1	R	0
14.667	342.57	Dakar	Senegal	686	2232	223	B	253	dakar	1	R	0
14.667	342.57	Dakar	Senegal	686	2233	223	C	253	dakar	1	R	0
14.667	342.57	Dakar	Senegal	686	2234	223	D	253	dakar	1	R	0
14.677	342.58	Dakar	Senegal	686	2235	223	E	253	dakar	1	R	0
14.683	299.067	Le Robert	France	250	2701	270	A		lero	1	R	0
14.717	267.567	Puerto Madero	Mexico	484	3181	318	A		chia	1	R	0
14.765	120.252	Subic Bay	Philippines (the)	608	3821	382	A		subi	1	R	0
14.908	336.492	Praia, Cape Verde	Cabo Verde	132	2223	222	C		prai	1	R	0
14.917	336.5	Praia, Cape Verde	Cabo Verde	132	2221	222	A		prai	1	R	0
14.96	145.618	Tinian	Northern Mariana Islands (the)	580	6981	698	A		tini	1	R	0
15.217	145.733	Saipan	United States of America (the)	840	281	28	A	118	saip	1	R	0
15.227	145.742	Saipan	United States of America (the)	840	282	28	B	118	saip	1	R	0
15.313	298.61	Roseau	Dominica	212	7861	786	A		rose	1	R	0
15.657	263.507	Puerto Angel	Mexico	484	6721	672	A	164	ptan	1	R	0
15.833	272.05	Puerto Cortes	Honduras	340	7801	780	A		ptco	1	R	0
15.835	272.13	Puerto Cortes	Honduras	340	7802	780	B		ptco	1	R	0
15.953	273.5	Cochino Pequeno	Honduras	340	2691	269	A		cochi	1	R	0
16.017	273.967	Puerto Castilla	Honduras	340	7841	784	A		pcas	1	R	0
16.16	264.797	Salina Cruz	Mexico	484	3941	394	A		sali	1	R	0
16.225	298.468	Pointe-Pitre	France	250	2721	272	A		pnea	1	R	0
16.465	97.622	Moulmein	Myanmar	104	9061	906	A	141	moul	1	R	0
16.738	190.47	Johnston	United States of America (the)	840	521	52	A	109	john	1	R	0
16.755	337.017	Palmeira	Cabo Verde	132	2351	235	A	329	plma	1	R	0
16.84	260.088	Acapulco, Gro.	Mexico	484	3161	316	A	267	acap	1	R	0
16.84	260.088	Acapulco, Gro.	Mexico	484	3162	316	B	267	acap	1	R	0
16.842	260.148	Acapulco, Gro.	Mexico	484	3163	316	C	267	acap	1	R	0
16.867	335.017	Porto Grande	Portugal	620	2161	216	A		ptog	1	R	0
16.935	54.007	Salalah	Oman	512	1141	114	A	4	sala	1	R	0
17.5	271.817	Belize	Belize	84	7811	781	A		beli	1	R	0
17.637	258.442	Zihuatenajo, Gro.	Mexico	484	6871	687	A		zihu	1	R	0
17.697	295.247	Limetree Bay	United States of America (the)	840	2541	254	A		lime	1	R	0
17.75	295.295	Christiansted, VI	United States of America (the)	840	2581	258	A		chrt	1	R	0
17.933	283.15	Port Royal	Jamaica	388	7821	782	A	210	ptro	1	R	0
17.972	292.953	Magueyes Island, PR	United States of America (the)	840	2461	246	A		magi	1	R	0
17.972	293.238	Penuelas, PR	Puerto Rico	630	2431	243	A		penu	1	R	0
17.988	120.488	Currimao	Philippines (the)	608	6541	654	A		curri	1	R	0
17.99	343.963	Nouakchott	Mauritania	478	8061	806	A		noct	1	R	0
18.055	294.168	Yabucoa Harbor, PR	United States of America (the)	840	7341	734	A		yabu	1	R	0
18.083	106.283	Vung Ang	Viet Nam	704	6511	651	A		vuna	1	R	0
18.09	292.062	Mona Is., PR	United States of America (the)	840	2671	267	A		mona	1	R	0
18.093	294.53	Esperanza, PR	Puerto Rico	630	7331	733	A		isab	1	R	0
18.152	294.557	Isabel Segunda, PR	Puerto Rico	630	7321	732	A		isab	1	R	0
18.22	292.84	Mayaguez, PR	Puerto Rico	630	7361	736	A		maya	1	R	0
18.3	294.698	Culebra, PR	United States of America (the)	840	2191	219	A		cule	1	R	0
18.317	295.277	Lameshur Bay, VI	United States of America (the)	840	2141	214	A		lame	1	R	0
18.333	294.367	Fajardo, PR	Puerto Rico	630	7831	783	A		faja	1	R	0
18.335	294.37	Fajardo, PR	Puerto Rico	630	7832	783	B		faja	1	R	0
18.335	295.08	Charlotte Amalie	United States of America (the)	840	2551	255	A		amal	1	R	0
18.457	292.837	Aguadilla, PR	United States of America (the)	840	2631	263	A		agua	1	R	0
18.46	293.883	San Juan, PR	United States of America (the)	840	2451	245	A	206	sanj	1	R	0
18.48	293.298	Arecibo, PR	Puerto Rico	630	7351	735	A		arac	1	R	0
18.505	291.625	Punta Cana	Dominican Republic (the)	214	7761	776	A		ptca	1	R	0
18.533	268.167	Ciudad del Carmen	Mexico	484	7791	779	A		ccar	1	R	0
18.567	287.65	Portu-Prince	Haiti	332	7991	799	A	209	ptpr	1	R	0
18.733	248.983	Socorro	Mexico	484	901	90	A	162	soco	1	R	0
19.05	255.667	Manzanillo	Mexico	484	3952	395	B	163	manz	1	R	0
19.053	255.67	Manzanillo	Mexico	484	3951	395	A	163	manz	1	R	0
19.1	108.617	Dongfang	China	156	6371	637	A		dong	1	R	0
19.2	263.867	Veracruz, Ver.	Mexico	484	2501	250	A	212	vera	1	R	0
19.2	263.867	Veracruz, Ver.	Mexico	484	2502	250	B	212	vera	1	R	0
19.283	166.617	Wake	United States of America (the)	840	511	51	A	105	wake	1	R	0
19.733	204.933	Hilo, Hawaii	United States of America (the)	840	601	60	A	287	hilo	1	R	0
19.798	289.298	Puerto Plata	Dominican Republic (the)	214	7771	777	A		ptpl	1	R	0
19.907	284.853	Guantanamo Bay	Cuba	192	2511	251	A		guan	1	R	0
19.907	284.853	Guantanamo Bay	Cuba	192	2512	251	B		guan	1	R	0
20.017	110.283	Haikou	China	156	6381	638	A		haik	1	R	0
20.033	204.167	Kawaihae	United States of America (the)	840	5521	552	A		kawa	1	R	0
20.14	92.903	Akyab (Sittwe)	Myanmar	104	9071	907	A	37	sitt	1	R	0
20.615	254.755	Vallarta	Mexico	484	3931	393	A		puert	1	R	0
20.667	106.817	Hon Dau	Viet Nam	704	6501	650	A		hond	1	R	0
20.667	106.817	Hon Dau	Viet Nam	704	6502	650	B		hond	1	R	0
20.687	58.872	Masirah	Oman	512	1131	113	A		masi	1	R	0
20.78	203.1	Kaumalapau, HI	United States of America (the)	840	5481	548	A		kaum	1	R	0
20.858	269.597	Celestun	Mexico	484	8611	861	A		clst	1	R	0
20.868	273.133	Puerto Moreles	Mexico	484	8601	860	A		pumo	1	R	0
20.883	92.3	Teknaf	Bangladesh	50	1371	137	A		tekn	1	R	0
20.9	203.533	Kahului	United States of America (the)	840	591	59	A		kahu	1	R	0
21.117	283.883	Gibara	Cuba	192	2441	244	A	276	giba	1	R	0
21.283	270.333	Progreso, Yuc.	Mexico	484	7211	721	A	213	prog	1	R	0
21.283	270.333	Progreso, Yuc.	Mexico	484	7212	721	B	213	prog	1	R	0
21.295	202.138	Honolulu, Kewalo	United States of America (the)	840	261	26	A	108	hono	1	R	0
21.303	270.333	Progreso, Yuc.	Mexico	484	7213	721	C	213	prog	1	R	0
21.305	202.137	Honolulu, Hawaii	United States of America (the)	840	571	57	A	108	hono	1	R	0
21.307	202.133	Honolulu, Hawaii	United States of America (the)	840	572	57	B	108	hono	1	R	0
21.318	202.115	Honolulu, Pier 45	United States of America (the)	840	271	27	A	108	hono	1	X	0
21.32	201.88	Barbers Point, HI	United States of America (the)	840	5471	547	A		brpt	1	R	0
21.34	270.692	Telchac, Yuk.	Mexico	484	8621	862	A		telc	1	R	0
21.433	202.2	Mokuoloe	United States of America (the)	840	611	61	A		moku	1	R	0
21.45	91.833	Cox's Bazaar	Bangladesh	50	1361	136	A		coxs	1	R	0
21.483	109.083	Beihai	China	156	6361	636	A		beih	1	R	0
21.483	288.467	South Caicos	United Kingdom of Great Britain and Northern Ireland (the)	826	7201	720	A	296	soca	1	R	0
21.583	111.833	Zhapo	China	156	6351	635	A	78	zhap	1	R	0
21.783	89.467	Hiron Point	Bangladesh	50	1341	134	A		hiro	1	R	0
21.833	89.833	Khepupara	Bangladesh	50	1391	139	A		khep	1	R	0
21.9	200.4	Port Allen	USA		5531	553	A		none	1	R	0
21.967	200.65	Nawiliwili	United States of America (the)	840	581	58	A		nawi	1	R	0
22.167	113.55	Macau	Portugal	620	3381	338	A		maca	1	R	0
22.217	91.05	Charchanga	Bangladesh	50	1381	138	A		chch	1	R	0
22.247	91.825	Chittagong	Bangladesh	50	1241	124	A	36	chtt	1	R	0
22.262	262.205	Madero, Tampico	Mexico	484	2771	277	A		ciuda	1	R	0
22.267	91.817	Khal #10	Bangladesh	50	1351	135	A		khal	1	X	0
22.3	114.2	Hong Kong	Hong Kong	344	3291	329	A	77	quar	1	R	0
22.3	114.217	Hong Kong	Hong Kong	344	3292	329	B	77	quar	1	R	0
22.615	120.288	Kaohsiung	Taiwan (Province of China)	158	3401	340	A		kaoh	1	R	0
22.75	115.35	Shanwei	China	156	6411	641	A		shan	1	R	0
22.88	250.092	Cabo San Lucas	Mexico	484	341	34	A	161	cabo	1	R	0
23.092	277.528	Siboney	Cuba	192	2391	239	A	215	sibon	1	R	0
23.198	253.578	Mazatlan	Mexico	484	6731	673	A		maza	1	R	0
23.628	58.565	Muscat	Oman	512	1101	110	A		musc	1	R	0
23.628	58.565	Muscat	Oman	512	1102	110	B		musc	1	R	0
23.773	283.895	Exuma Cays	Bahamas (the)	44	2561	256	A	12	exum	1	R	0
23.868	193.712	French Frigate	United States of America (the)	840	141	14	A	107	fren	1	R	0
23.868	193.712	French Frigate	United States of America (the)	840	142	14	B	107	fren	1	R	0
24.162	249.655	La Paz	Mexico	484	6711	671	A		lpaz	1	R	0
24.282	153.978	Minamitorishima	Japan	392	492	49	B	104	mins	1	R	0
24.3	153.983	Minamitorishima	Japan	392	491	49	A	104	mins	1	R	0
24.333	124.15	Ishigaki	Japan	392	3651	365	A		ishig	1	R	0
24.45	118.067	Xiamen	China	156	3761	376	A	247	xiam	1	R	0
24.553	278.192	Key West, FL	United States of America (the)	840	2421	242	A	216	kwfl	1	R	0
24.79	247.88	San Carlos	Mexico	484	6741	674	A		sanc	1	R	0
24.8	66.967	Karachi	Pakistan	586	1471	147	A	30	kara	1	R	0
24.812	66.975	Karachi	Pakistan	586	1472	147	B	30	kara	1	R	0
25.083	282.65	Nassau	Bahamas (the)	44	7271	727	A		nass	1	R	0
25.157	121.745	Keelung	Taiwan (Province of China)	158	3411	341	A		keel	1	R	0
25.297	60.603	Chabahar	Iran (Islamic Republic of)	364	9151	915	A	337	chab	1	R	0
25.6	250.952	Topolobampo	Mexico	484	6761	676	A		topo	1	R	0
25.732	279.838	Virginia Key, FL	United States of America (the)	840	7551	755	A	218	miam	1	R	0
25.903	279.88	Miami	United States of America (the)	840	2411	241	A	218	miam	1	R	0
26.017	248.633	Loreto	Mexico	484	3191	319	A		lore	1	R	0
26.06	262.785	Port Isabel, TX	United States of America (the)	840	7721	772	A		pitx	1	R	0
26.13	278.193	Naples, FL	United States of America (the)	840	7571	757	A		nafl	1	R	0
26.217	127.667	Naha	Japan	392	3551	355	A	81	naha	1	R	0
26.233	50.6	Mina Sulman	Bahrain	48	1821	182	A		minas	1	R	0
26.69	281.017	Settlement Point	Bahamas (the)	44	2572	257	B	211	stpt	1	R	0
26.703	250.487	Yavaros	Mexico	484	6771	677	A		yava	1	R	0
26.71	281.003	Settlement Point	Bahamas (the)	44	2571	257	A	211	stpt	1	R	0
27.58	262.783	Corpus Cristi, TX	United States of America (the)	840	7701	770	A		cctx	1	R	0
27.76	277.373	St. Petersburg, FL	United States of America (the)	840	7591	759	A		spfl	1	R	0
27.933	249.1	Guaymas	Mexico	484	3971	397	A		guay	1	R	0
27.977	277.168	Clearwater Bch, FL	United States of America (the)	840	7731	773	A		cwfl	1	R	0
28.022	262.953	Rockport, TX	United States of America (the)	840	7691	769	A		rptx	1	R	0
28.088	121.282	Kanmen	China	156	6321	632	A	94	kanm	1	R	0
28.1	244.817	Cedros Island	Mexico	484	3051	305	A		cedr	1	R	0
28.1	344.6	Las Palmas	Spain	724	2171	217	A	251	pluz	1	R	0
28.1	344.6	Las Palmas	Spain	724	2172	217	B	251	pluz	1	X	0
28.1	344.6	Las Palmas	Spain	724	2173	217	C	251	pluz	1	R	0
28.133	344.583	Las Palmas	Spain	724	2174	217	D	251	pluz	1	R	0
28.217	182.633	Midway	United States of America (the)	840	501	50	A	106	midx	1	R	0
28.368	279.4	Cocoa Beach, FL	United States of America (the)	840	7541	754	A		cocoa	1	R	0
28.382	129.495	Naze	Japan	392	3591	359	A		naze	1	R	0
28.415	279.407	Port Canaveral, FL	United States of America (the)	840	7741	774	A		tpfl	1	R	0
28.478	343.76	Tenerife	Spain	724	2281	228	A		tene	1	R	0
28.683	342.25	S.Cruz d. Palma	Spain	724	2061	206	A		lapa	1	R	0
28.683	342.25	S.Cruz d. Palma	Spain	724	2062	206	B		lapa	1	R	0
28.683	342.25	S.Cruz d. Palma	Spain	724	2064	206	D		lapa	1	R	0
28.883	241.7	Guadalupe	Mexico	484	361	36	A	160	isla	1	R	0
28.95	346.433	Arrecife	Spain	724	2051	205	A		arre	1	R	0
28.95	346.433	Arrecife	Spain	724	2052	205	B		arre	1	R	0
28.95	346.433	Arrecife	Spain	724	2054	205	D		arre	1	R	0
28.958	246.45	Bahia Los Angeles	Mexico	484	3101	310	A		bahi	1	R	0
28.99	270.86	South Pass, LA	United States of America (the)	840	7641	764	A		sopa	1	R	0
29.263	270.043	Grand Isle, LA	United States of America (the)	840	7651	765	A		gila	1	R	0
29.287	265.21	Galveston, P.Pier	United States of America (the)	840	7671	767	A	217	gptx	1	R	0
29.31	265.207	Galveston, Pier 21	United States of America (the)	840	7751	775	A	217	gptx	1	R	0
29.727	275.018	Apalachicola, FL	United States of America (the)	840	7601	760	A		apfl	1	R	0
29.73	266.13	Sabine Pass N, TX	United States of America (the)	840	7661	766	A		sptx	1	R	0
29.842	129.842	Nakano Shima	Japan	392	3451	345	A		naka	1	R	0
29.857	278.738	St. Augustine, FL	United States of America (the)	840	2621	262	A		stau	1	R	0
30.213	274.12	Panama City Beach	United States of America (the)	840	7611	761	A		pbfl	1	R	0
30.25	271.925	Dauphin Island, AL	United States of America (the)	840	7631	763	A		dial	1	R	0
30.395	278.568	Mayport, FL	United States of America (the)	840	7531	753	A		mpfl	1	R	0
30.403	272.787	Pensacola, FL	United States of America (the)	840	7621	762	A	288	pnfl	1	R	0
30.483	244.017	San Quintin	Mexico	484	3081	308	A		sanq	1	R	0
30.672	278.533	Fernandina Beach	United States of America (the)	840	2401	240	A		fbfl	1	R	0
30.735	130.992	Nishinoomote	Japan	392	3631	363	A		nish	1	R	0
31.018	245.182	San Felipe	Mexico	484	3071	307	A		sanfe	1	R	0
31.212	29.923	Alexandria	Egypt	818	8071	807	A	349	alex	1	R	0
31.567	131.417	Aburatsu	Japan	392	3541	354	A	82	abur	1	R	0
31.85	243.367	Ensenada	Mexico	484	3171	317	A		ense	1	R	0
32.033	279.098	Fort Pulaski, GA	United States of America (the)	840	7521	752	A	289	fpga	1	R	0
32.133	121.617	Lusi	China	156	6331	633	A	283	lusi	1	R	0
32.373	295.297	Bermuda	United Kingdom of Great Britain and Northern Ireland (the)	826	2591	259	A	221	bmda	1	R	0
32.373	295.297	Bermuda	United Kingdom of Great Britain and Northern Ireland (the)	826	2592	259	B	221	bmda	1	R	0
32.417	131.683	Hosojima	Japan	392	3581	358	A		hoso	1	R	0
32.64	343.093	Funchal	Portugal	620	2182	218	B	250	func	1	R	0
32.713	242.827	San Diego	United States of America (the)	840	5691	569	A		sand	1	R	0
32.733	129.867	Nagasaki	Japan	392	3621	362	A	83	nagas	1	R	0
32.782	280.075	Charleston, SC	United States of America (the)	840	2611	261	A		charl	1	R	0
32.782	280.075	Charleston, SC	United States of America (the)	840	2612	261	B		charl	1	R	0
32.867	242.743	La Jolla, CA	United States of America (the)	840	5541	554	A	159	lajo	1	R	0
33.45	241.517	Catalina	United States of America (the)	840	3131	313	A		cata	1	R	0
33.45	241.517	Catalina	United States of America (the)	840	3132	313	B		cata	1	R	0
33.467	135.783	Kushimoto	Japan	392	3531	353	A	85	kusm	1	R	0
33.72	241.728	Los Angeles, CA	United States of America (the)	840	5671	567	A		losa	1	R	0
34.008	241.5	Santa Monica, CA	United States of America (the)	840	5781	578	A		sanm	1	R	0
34.067	139.482	Miyakejima	Japan	392	3571	357	A		miya	1	R	0
34.227	282.047	Wilmington, NC	United States of America (the)	840	7501	750	A		winc	1	R	0
34.408	240.315	Santa Barbara, CA	United States of America (the)	840	5771	577	A		sanb	1	R	0
34.468	239.327	Harvest Oil P., CA	United States of America (the)	840	5941	594	A		harv	1	R	0
34.683	137.617	Maisaka	Japan	392	3561	356	A		maisa	1	R	0
34.75	119.417	Lianyungang	China	156	6391	639	A		lian	1	R	0
34.9	132.067	Hamada	Japan	392	3481	348	A	326	hmda	1	R	0
34.917	139.833	Mera	Japan	392	3521	352	A	86	mera	1	R	0
35.177	239.24	Port San Luis, CA	United States of America (the)	840	5651	565	A		pslu	1	R	0
35.383	119.55	Shijiusuo	China	156	6421	642	A		shij	1	R	0
35.9	354.683	Ceuta	Spain	724	2071	207	A	249	ceut	1	R	0
36.133	354.65	Gibraltar	United Kingdom of Great Britain and Northern Ireland (the)	826	2891	289	A	248	gibr	1	R	0
36.133	354.65	Gibraltar	United Kingdom of Great Britain and Northern Ireland (the)	826	2892	289	B	248	gibr	1	R	0
36.183	284.26	Duck Pier, NC	United States of America (the)	840	2601	260	A	219	dpnc	1	R	0
36.605	238.112	Monterey, CA	United States of America (the)	840	5551	555	A		mont	1	R	0
36.767	137.217	Toyama	Japan	392	3491	349	A	325	toya	1	R	0
36.967	283.887	Chesapeake BBT	United States of America (the)	840	7491	749	A		cbva	1	R	0
37.098	351.332	Lagos, Algarve	Portugal	620	7231	723	A		lgos	1	R	0
37.735	334.328	Ponta Delgada	Portugal	620	2111	211	A	245	pdas	1	R	0
37.807	237.535	San Francisco, CA	United States of America (the)	840	5511	551	A	158	fpnt	1	R	0
38.533	331.378	Horta, Azores	Portugal	620	2121	212	A		hort	1	R	0
38.65	332.76	Angra Heroismo	Portugal	620	2151	215	A		angr	1	R	0
38.65	332.76	Angra Heroismo	Portugal	620	2152	215	B		angr	1	R	0
38.692	350.583	Cascais	Portugal	620	2091	209	A	246	casc	1	R	0
38.782	284.88	Lewes, DE	United States of America (the)	840	7471	747	A		lede	1	R	0
38.867	121.683	Laohutan	China	156	6311	631	A	79	laoh	1	R	0
38.913	236.292	Arena Cove, CA	United States of America (the)	840	5731	573	A		aren	1	R	0
38.925	121.658	Dalian	China	156	6301	630	A	79	laoh	1	R	0
38.968	285.04	Cape May, NJ	United States of America (the)	840	7461	746	A		cmnj	1	R	0
39.017	141.75	Ofunato	Japan	392	3511	351	A	87	ofun	1	R	0
39.378	328.832	Flores, Lajes	Portugal	620	2131	213	A	244	santf	1	R	0
39.453	328.88	Flores, Santa Cruz	Portugal	620	2101	210	A	244	santf	1	R	0
40.533	141.533	Hachinohe	Japan	392	3751	375	A		hach	1	R	0
40.7	285.985	New York, NY	United States of America (the)	840	7451	745	A		btny	1	R	0
40.767	235.783	Humboldt Bay, CA	United States of America (the)	840	5761	576	A		nspi	1	R	0
41.048	288.04	Montauk, NY	United States of America (the)	840	2791	279	A		mony	1	R	0
41.285	289.903	Nantucket, MA	United States of America (the)	840	7431	743	A		tuma	1	R	0
41.355	287.913	New London, CT	United States of America (the)	840	7441	744	A		nlct	1	R	0
41.505	288.673	Newport, RI	United States of America (the)	840	2531	253	A	290	neri	1	R	0
41.523	289.328	Woods Hole, MA	United States of America (the)	840	7421	742	A		wood	1	R	0
41.745	235.817	Crescent City, CA	United States of America (the)	840	5561	556	A		cres	1	R	0
41.783	140.733	Hakodate	Japan	392	3641	364	A	88	hako	1	R	0
42.233	351.267	Vigo	Spain	724	2081	208	A		vigo	1	R	0
42.355	288.948	Boston, MA	United States of America (the)	840	7411	741	A		boma	1	R	0
42.74	235.503	Port Orford, OR	United States of America (the)	840	5571	557	A		porf	1	R	0
42.967	144.383	Kushiro	Japan	392	3501	350	A	89	kush	1	R	0
43.278	5.353	Marseille	France	250	8241	824	A	205	mars	1	R	0
43.345	235.678	Charleston, OR	United States of America (the)	840	5751	575	A		char	1	R	0
43.367	351.6	La Coruna	Spain	724	8301	830	A	243	coru	1	R	0
43.657	289.753	Portland, ME	United States of America (the)	840	2521	252	A		ptme	1	R	0
44.017	144.283	Abashiri	Japan	392	3471	347	A	327	abas	1	R	0
44.625	235.957	South Beach, OR	United States of America (the)	840	5921	592	A	157	sbea	1	R	0
44.667	296.417	Halifax	Canada	124	2751	275	A	222	hali	1	R	0
44.903	293.015	Eastport, ME	United States of America (the)	840	7401	740	A		epme	1	R	0
45.417	141.683	Wakkanai	Japan	392	3601	360	A	324	waka	1	R	0
46.208	236.233	Astoria, OR	United States of America (the)	840	5721	572	A		asto	1	R	0
46.708	236.035	Willapa Bay, WA	United States of America (the)	840	5641	564	A		wilb	1	R	0
47.567	307.3	St. John's	Canada	124	2761	276	A	223	stjo	1	R	0
47.567	307.3	St. John's	Canada	124	2762	276	B	223	stjo	1	R	0
48.125	236.56	Port Angeles, WA	United States of America (the)	840	5841	584	A		pang	1	R	0
48.368	235.383	Neah Bay, WA	United States of America (the)	840	5581	558	A		neah	1	R	0
48.383	355.5	Brest	France	250	8221	822	A	242	bres	1	R	0
48.422	236.63	Victoria, BC	Canada	124	5431	543	A		pbbc	1	R	0
49.153	234.087	Tofino	Canada	124	5421	542	A	156	tofi	1	R	0
50.102	354.458	Newlyn, Cornwall	United Kingdom of Great Britain and Northern Ireland (the)	826	2941	294	A	241	newl	1	R	0
51.65	350.097	Castletownbere	Ireland	372	8351	835	A	330	cast	1	R	0
51.858	183.365	Adak, Alaska	United States of America (the)	840	401	40	A	302	adak	1	R	0
52.833	173.2	Massacre Bay, AK	United States of America (the)	840	5501	550	A	303	mass	1	R	0
53.867	8.717	Cuxhaven	Germany	276	8251	825	A	284	cuxh	1	R	0
53.88	193.463	Dutch Harbor, AK	United States of America (the)	840	411	41	A	102	dutc	1	R	0
53.88	193.463	Dutch Harbor, AK	United States of America (the)	840	412	41	B	102	dutc	1	R	0
54.317	229.677	Prince Rupert	Canada	124	5401	540	A	155	prin	1	R	0
54.567	11.933	Gedser	Denmark	208	8371	837	A		geds	1	R	0
55.333	228.375	Ketchikan, AK	United States of America (the)	840	5711	571	A		ketc	1	R	0
55.337	199.498	Sand Point, AK	United States of America (the)	840	5741	574	A	100	sdpt	1	R	0
55.367	352.667	Malin Head	Ireland	372	8341	834	A	239	mali	1	R	0
56.1	12.467	Hornbaek	Denmark	208	8381	838	A		hornm	1	R	0
56.55	298.317	Nain	Canada	124	8331	833	A	224	nain	1	R	0
57.052	224.658	Sitka, AK	United States of America (the)	840	5591	559	A	154	sitk	1	R	0
57.683	11.8	Goteborgorsh.	Sweden	752	8191	819	A	233	goto	1	R	0
57.73	207.487	Kodiak Isl., Alaska	United States of America (the)	840	392	39	B		kodi	1	R	0
57.748	207.517	Kodiak Isl., Alaska	United States of America (the)	840	391	39	A		kodi	1	R	0
58.0	7.567	Tregde	Norway	578	8041	804	A	321	treg	1	R	0
58.208	353.612	Stornoway	United Kingdom of Great Britain and Northern Ireland (the)	826	2951	295	A	238	stor	1	R	0
58.783	265.8	Churchill	Canada	124	2741	274	A		chur	1	R	0
59.325	18.082	Stockholm	Sweden	752	8261	826	A	341	sthm	1	R	0
59.44	208.28	Seldovia, AK	United States of America (the)	840	5611	561	A		seld	1	R	0
59.548	220.265	Yakutat, AK	United States of America (the)	840	5701	570	A		yaku	1	R	0
60.12	210.573	Seward, AK	United States of America (the)	840	5601	560	A	150	sewa	1	R	0
60.12	210.573	Seward, AK	United States of America (the)	840	5602	560	B	150	sewa	1	R	0
60.12	210.573	Seward, AK	United States of America (the)	840	5603	560	C	150	sewa	1	R	0
60.155	358.86	Lerwick	United Kingdom of Great Britain and Northern Ireland (the)	826	2931	293	A	236	lerw	1	R	0
60.558	214.247	Cordova, Alaska	United States of America (the)	840	5831	583	A		cord	1	R	0
60.558	214.247	Cordova, Alaska	United States of America (the)	840	5832	583	B		cord	1	R	0
60.717	313.967	Qaqortoq	Denmark	208	2991	299	A	344	qaqo	1	R	0
61.125	213.638	Valdez, AK	United States of America (the)	840	5621	562	A		vald	1	R	0
