latitude	longitude	station_name	station_country	station_country_code	record_id	uhslc_id	gloss_id	ssc_id	last_rq_date
58.35	11.215	Smogen	Sweden	752	8180	818		smog	
58.783	265.8	Churchill	Canada	124	2740	274		chur	2018-12-31T22:59:59Z
59.317	18.083	Stockholm	Sweden	752	8260	826	341	sthm	2014-12-31T22:59:59Z
59.547	220.265	Yakutat, AK	United States of America (the)	840	5700	570		yaku	2021-12-31T22:59:59Z
60.12	210.573	Seward, AK	United States of America (the)	840	5600	560	150	sewa	2021-12-31T22:59:59Z
60.153	358.862	Lerwick	United Kingdom of Great Britain and Northern Ireland (the)	826	2930	293	236	lerw	
60.717	313.967	Qaqortoq	Denmark	208	2990	299	344	qaqo	2024-12-31T22:59:59Z
61.933	5.117	Maloy	Norway	578	8020	802		malo	2014-12-30T22:59:59Z
64.15	338.067	Reykjavik	Iceland	352	2880	288	229	reyk	2024-12-31T22:59:59Z
64.172	308.28	Nuuk, Godthaab	Denmark	208	8200	820	225	godt	
64.5	194.57	Nome, AK	United States of America (the)	840	5950	595	74	nome	2021-12-31T22:59:59Z
64.867	11.25	Rorvik	Norway	578	8030	803	234	rorv	2018-12-31T22:59:59Z
69.317	16.15	Andenes	Norway	578	8000	800	322	ande	2018-12-31T22:59:59Z
70.333	31.1	Vardo	Norway	578	8050	805	323	vard	2018-12-30T22:59:59Z
70.4	211.473	Prudhoe Bay, AK	United States of America (the)	840	5790	579	151	prud	2022-12-31T22:59:59Z
70.483	338.017	Ittoqqortoormiit	Denmark	208	8090	809	315	scor	
70.483	338.017	Upernavik harbour	Greenland	304	8170	817		uper	
70.983	25.983	Honningsvag	Norway	578	8010	801		honn	2014-12-30T22:59:59Z
76.0	292.0	Thule (Pituffik)	Denmark	208	8080	808	343	thul	
78.933	11.933	Nylesund	Norway	578	8230	823	345	nyal	2018-12-29T22:59:59Z
82.492	297.683	Alert	Canada	124	8360	836	333	aler	
